item-name,item-body,label_int,label
par_mut_p0,": Term :=
  lseq
    (att P1 (attest P1 sys))
    (att P2 (appraise P2 sys))",2,Definition
par_mut_p1,": Term :=
  lseq
    (att P0 (attest P0 sys))
    (att P2 (appraise P2 sys))",2,Definition
layered_bg,"' : Term :=
  lseq
    (attest P1 sys)
    (lseq
       (attest P3 att_tid)
       (attest P4 att_tid))",2,Definition
layered_bg,"'' : Term :=
  bpar (ALL,ALL)
       (att P3 (attest P3 sys))
       (att P4 (attest P4 sys))",2,Definition
layered_bg_weak,": Term :=
  att P1
      (lseq
         (bpar (ALL,ALL)
               layered_bg'
               layered_bg'')
         (att P2
              (lseq
                 (appraise P2 it)
                 (asp SIG))))",2,Definition
layered_bg_strong,": Term :=
    att P1
      (lseq
         (bseq (ALL,ALL) (* only change from layered_bg_weak on this line (bpar --> bseq) *)
               layered_bg'
               layered_bg'')
         (att P2
              (lseq
                 (appraise P2 it)
                 (asp SIG))))",2,Definition
test_par_nested,": Term :=
  bpar (ALL,ALL)
       (asp SIG)
       (bpar (ALL,ALL)
             (asp SIG)
             (asp SIG))",2,Definition
attest_id,: ASP_ID,2,Definition
appraise_id,: ASP_ID,2,Definition
cert_id,: ASP_ID,2,Definition
cache_id,: ASP_ID,2,Definition
store_id,: ASP_ID,2,Definition
retrieve_id,: ASP_ID,2,Definition
store_args,: list Arg,2,Definition
retrieve_args,: list Arg,2,Definition
sys,: TARG_ID,2,Definition
cache,: TARG_ID,2,Definition
att_tid,: TARG_ID,2,Definition
it,: TARG_ID,2,Definition
kim_meas,": Term :=
  <{ << kim_meas_aspid dest_plc kim_meas_targid >> }>",2,Definition
create_and_load_ak,": Term :=
  asp (
      ASPC ALL KEEP
           (asp_paramsC
              cal_ak_aspid cal_ak_args source_plc cal_ak_targid))",2,Definition
pub_key_to_bc,": Term :=
  asp (
      ASPC ALL KEEP
           (asp_paramsC
              pub_bc_aspid pub_bc_args source_plc pub_bc_targid))",2,Definition
get_data,": Term :=
  <{ << get_data_aspid source_plc get_data_targid >> }>",2,Definition
tpm_sig,": Term :=
  <{ << tpm_sig_aspid source_plc tpm_sig_targid >> }>",2,Definition
ssl_enc,": Term :=
  asp (
      ASPC ALL ENCR
           (asp_paramsC
              ssl_enc_aspid ssl_enc_args source_plc ssl_enc_targid))",2,Definition
demo_phrase,": Term :=
  <{ kim_meas ->
     create_and_load_ak ->
     pub_key_to_bc ->
     get_data ->
     tpm_sig ->
     ssl_enc }>",2,Definition
demo_phrase2,": Term :=
  <{ @ demo_plc_2 [kim_meas] }>",2,Definition
demo_phrase3,": Term :=
  <{ @ demo_plc_2 [kim_meas -> @ demo_plc_1 [kim_meas]] }>",2,Definition
ssl_sig,": Term :=
  asp (
      ASPC ALL EXTD (asp_paramsC ssl_sig_aspid ssl_sig_args dest_plc ssl_sig_targid))",2,Definition
client_data_phrase,": Term :=
  asp (
      ASPC ALL KILL (asp_paramsC store_clientData_aspid store_clientData_args source_plc store_clientData_targid))",2,Definition
etsize_mt_sig,":=
  et_size (uu 0 EXTD sig_params mt)",2,Definition
P0,: Plc := 0,2,Definition
P1,: Plc := 1,2,Definition
P2,: Plc := 2,2,Definition
P3,: Plc := 3,2,Definition
P4,: Plc := 4,2,Definition
attest,"(p:Plc) (targ: TARG_ID) :=
  asp (ASPC (asp_paramsC attest_id [] p targ))",2,Definition
appraise,"(p:Plc) (targ: TARG_ID) :=
  asp (ASPC (asp_paramsC appraise_id [] p targ))",2,Definition
certificate,"(p:Plc) (targ: TARG_ID) :=
  asp (ASPC (asp_paramsC cert_id [] p targ))",2,Definition
store,"(p:Plc) (targ: TARG_ID) :=
  asp (ASPC (asp_paramsC cache_id store_args p targ))",2,Definition
retrieve,"(p:Plc) (targ: TARG_ID) :=
  asp (ASPC (asp_paramsC cache_id retrieve_args p targ))",2,Definition
cert_style_simple_sig,": Term :=
  att P1 (lseq
            (attest P1 sys)
            (att 2 (lseq
                      (appraise P2 sys)
                      (asp SIG))))",2,Definition
term1,:= att 1 (asp SIG),2,Definition
source_plc,: Plc := O,2,Definition
target_plc,: Plc := S O,2,Definition
cal_ak_targid,": ASP_ID := """" % string",2,Definition
cal_ak_aspid,": ASP_ID := ""cal_ak_id"" % string",2,Definition
pub_bc_targid,": ASP_ID := """" % string",2,Definition
pub_bc_aspid,": ASP_ID := ""pub_bc_id"" % string",2,Definition
get_data_targid,": ASP_ID := """" % string",2,Definition
get_data_aspid,": ASP_ID := ""get_data_id"" % string",2,Definition
tpm_sig_targid,": ASP_ID := """" % string",2,Definition
tpm_sig_aspid,": ASP_ID := ""tpm_sig_id"" % string",2,Definition
ssl_enc_targid,": ASP_ID := """" % string",2,Definition
ssl_enc_aspid,": ASP_ID := ""ssl_enc_id"" % string",2,Definition
my_extracted,"(t:Term) (st:cvm_st) (et:Evidence) (ls:RawEv) :=
  let res := run_cvm' t st in
  let res' := build_app_comp_evC et ls in
  let res'' := eval t 0 mt in
  (res, res', res'')",2,Definition
my_extracted,"(t:Term) (st:cvm_st) (et:Evidence) (ls:RawEv) :=
  let res := run_cvm' t st in
  let res' := build_app_comp_evC et ls in
  let res'' := eval t 0 mt in
  (res, res', res'')",2,Definition
encodeEvRaw,(e:RawEv): BS,2,Definition
do_asp,(params :ASP_PARAMS) (e:RawEv) (mpl:Plc) (x:Event_ID) : BS,2,Definition
doRemote_session,(t:Term) (pTo:Plc) (e:EvC) : EvC,2,Definition
parallel_vm_thread,(l:Loc) (t:Core_Term) (p:Plc) (e:EvC) : EvC,2,Definition
am_sendReq,(t:Term) (pFrom:Plc) (pTo:Plc) (authTok:ReqAuthTok) (e:RawEv) : RawEv,2,Definition
do_asp,"' (params :ASP_PARAMS) (e:RawEv) (mpl:Plc) (x:Event_ID) : IO BS :=
  ret (do_asp params e mpl x)",2,Definition
doRemote_session,"' (t:Term) (pTo:Plc) (e:EvC) : IO EvC :=
  ret (doRemote_session t pTo e)",2,Definition
do_start_par_thread,"(loc:Loc) (t:Core_Term) (e:RawEv) : IO unit :=
  ret tt",2,Definition
do_wait_par_thread,"(loc:Loc) (t:Core_Term) (p:Plc) (e:EvC) : IO EvC :=
  ret (parallel_vm_thread loc t p e)",2,Definition
requester_bound,(t:Term) (fromPl:Plc) (authTok:ReqAuthTok) : bool,2,Definition
appraise_auth_tok,(res:AppResultC) : bool,2,Definition
IO,:= CVM,2,Definition
peel_bs_am,"(ls:RawEv) : AM (BS * RawEv) :=
  match ls with
  | bs :: ls' => ret (bs, ls')
  | _ => failm
  end",2,Definition
fromSome,"{A:Type} (default:A) (opt:option A): A :=
  match opt with
  | Some x => x
  | _ => default
  end",2,Definition
gen_appraise_am_comp,"(t:Term) (p:Plc) (et:Evidence) (ls:RawEv) : AM AppResultC :=
  gen_appraise_AM (eval t p et) ls",2,Definition
run_am_app_comp,"{A:Type} (am_comp:AM A) (default_A:A) : A :=
  let optRes := evalSt am_comp empty_amst in (* TODO:  use input nonce mapping here? *)
  fromSome default_A optRes",2,Definition
run_gen_appraise_am,"(t:Term) (p:Plc) (et:Evidence) (ls:RawEv) : AppResultC := 
  let am_appr_comp := gen_appraise_AM (eval t p et) ls in
  (run_am_app_comp am_appr_comp mtc_app)",2,Definition
am_sendReq_nonce,"(t:Term) (pFrom:Plc) (pTo:Plc) : AM AppResultC :=
  let nonce_bits := gen_nonce_bits in
  nid <- am_newNonce nonce_bits ;;
  let resev := am_sendReq t pFrom pTo (evc [] mt) [nonce_bits] in
  let expected_et := eval t pTo (nn nid) in
  gen_appraise_AM expected_et resev",2,Definition
am_sendReq_nonce_auth,"(t:Term) (pFrom:Plc) (pTo:Plc) : AM AppResultC :=
  let nonce_bits := gen_nonce_bits in
  nid <- am_newNonce nonce_bits ;;
  let auth_phrase := (* kim_meas *) ssl_sig in
  let auth_rawev := run_cvm_rawEv auth_phrase pFrom [] in
  let auth_et := eval auth_phrase pFrom mt in
  let resev := am_sendReq t pFrom pTo (evc auth_rawev auth_et) [nonce_bits]  in
  let expected_et := eval t pTo (nn nid) in
  gen_appraise_AM expected_et resev",2,Definition
am_sendReq_auth,"(t:Term) (pFrom:Plc) (pTo:Plc) (initEv:RawEv) : AM RawEv :=
  let auth_phrase := (* kim_meas *) ssl_sig in
  let auth_rawev := run_cvm_rawEv auth_phrase pFrom [] in
  let et := eval auth_phrase pFrom mt in
  let resev := am_sendReq t pFrom pTo (evc auth_rawev et) initEv in
  ret resev",2,Definition
run_am_sendReq_nonce_auth,"(t:Term) (pFrom:Plc) (pTo:Plc) : AppResultC :=
  let am_comp := am_sendReq_nonce_auth t pFrom pTo in
  (run_am_app_comp am_comp mtc_app)",2,Definition
am_check_auth_tok,"(t:Term) (fromPl:Plc) (authTok:ReqAuthTok) : AM AppResultC :=
  match authTok with
  | evc auth_ev auth_et => 
    appres <-
    (match (requester_bound t fromPl authTok) with
     | false => failm
     | true => gen_appraise_AM auth_et auth_ev
     end) ;;
    ret appres
  end",2,Definition
am_serve_auth_tok_req,"(t:Term) (fromPl:Plc) (myPl:Plc) (authTok:ReqAuthTok) (init_ev:RawEv): AM RawEv :=
  match authTok with
  | evc auth_ev auth_et => 
    v <- am_check_auth_tok t fromPl authTok ;;
    match (andb (requester_bound t fromPl authTok) (appraise_auth_tok v)) with
    | true =>
      match (privPolicy fromPl t) with
      | true => ret (run_cvm_rawEv t myPl init_ev)
      | false => failm
      end
        
    | false => failm
    end
  end",2,Definition
run_am_serve_auth_tok_req,"(t:Term) (fromPl:Plc) (myPl:Plc) (authTok:ReqAuthTok) (init_ev:RawEv) : RawEv :=
  run_am_app_comp (am_serve_auth_tok_req t fromPl myPl authTok init_ev) []",2,Definition
checkASP,(i:ASP_ID) (args:list Arg) (tpl:Plc) (tid:Plc) (bs:BS) : BS,2,Definition
checkSig,(ls:EvBits) (p:Plc) (sig:BS) : BS,2,Definition
checkHash,(e:Evidence) (p:Plc) (hash:BS) : BS,2,Definition
peel_bs,"(ls:EvBits) : option (BS * EvBits) :=
  match ls with
  | bs :: ls' => Some (bs, ls')
  | _ => None
  end",2,Definition
checkASP_fwd,"(p:Plc) (f:FWD) (params:ASP_PARAMS)
           (et:Evidence) (bs:BS) (ls:RawEv) : Opt EvidenceC :=
  match f with
  | COMP => res <- checkHH params bs ;;
           ret (hhc p params res et)
  | ENCR => res <- checkEE params bs ;;
           ret (eec p params res et)
  | _ => res <- checkASP params bs ;;
        
        ret (ggc p params bs mtc)
  end",2,Definition
run_gen_appraise,"(t:Term) (p:Plc) (et:Evidence) (nonceGolden:BS) (ls:RawEv) :=
  fromSome mtc_app (build_app_comp_evC (eval t p et) ls nonceGolden)",2,Definition
run_gen_appraise_w_nonce,"(t:Term) (p:Plc) (nonceIn:BS) (ls:RawEv) :=
  run_gen_appraise t p (nn 0) nonceIn ls",2,Definition
am_add_trace,"(tr':list Ev) : AM_St -> AM_St :=
  fun '{| am_nonceMap := nm;
        am_nonceId := ni;
        st_aspmap := amap;
        st_sigmap := smap;
        st_hshmap := hmap;
        am_st_trace := tr;
        checked := cs |} =>
    mkAM_St nm ni amap smap hmap (tr ++ tr') cs",2,Definition
am_add_tracem,"(tr:list Ev) : AM unit :=
  modify (am_add_trace tr)",2,Definition
am_run_cvm,"(annt:AnnoTerm) (e:EvidenceC) (et:Evidence) : AM EvidenceC :=
  let start_st := (mk_st e et [] 0) in
  let end_st := (run_cvm annt start_st) in
  am_add_tracem (st_trace end_st) ;;
  ret (st_ev end_st)",2,Definition
am_run_cvm_comp,"{A:Type} (comp:CVM A) : AM A :=
  let '(cvm_res, vmst') := (runSt comp empty_vmst) in
  match cvm_res with
  | Some v =>
    am_add_tracem (st_trace vmst') ;;
    ret v
  | _ => failm
  end",2,Definition
am_get_hsh_gv,"(p:Plc) (i:ASP_ID) : AM BS :=
  m <- gets st_hshmap ;;
  let maybeId := map_get m (p,i) in
  match maybeId with
  | Some i' => ret i'
  | None => failm
  end",2,Definition
am_get_hsh_golden_val,"(p:Plc) (et:Evidence): AM BS :=
  (*
    m <- gets st_aspmap ;;
    let maybeId := map_get m (p,i) in
    match maybeId with
    | Some i' => ret i'
    | None => failm
    end",2,Definition
am_check_hsh_eq,"(gv:BS) (actual:BS) : AM BS :=
  ret 1",2,Definition
am_add_trace,"(tr':list Ev) : AM_St -> AM_St :=
  fun '{| am_nonceMap := nm;
        am_nonceId := ni;
        st_aspmap := amap;
        st_sigmap := smap;
        st_hshmap := hmap;
        am_st_trace := tr;
        checked := cs |} =>
    mkAM_St nm ni amap smap hmap (tr ++ tr') cs",2,Definition
am_add_tracem,"(tr:list Ev) : AM unit :=
  modify (am_add_trace tr)",2,Definition
am_run_cvm,"(annt:AnnoTerm) (e:EvidenceC) (et:Evidence) : AM EvidenceC :=
  let start_st := (mk_st e et [] 0) in
  let end_st := (run_cvm annt start_st) in
  am_add_tracem (st_trace end_st) ;;
  ret (st_ev end_st)",2,Definition
am_run_cvm_comp,"{A:Type} (comp:CVM A) : AM A :=
  let '(cvm_res, vmst') := (runSt comp empty_vmst) in
  match cvm_res with
  | Some v =>
    am_add_tracem (st_trace vmst') ;;
    ret v
  | _ => failm
  end",2,Definition
am_get_hsh_gv,"(p:Plc) (i:ASP_ID) : AM BS :=
  m <- gets st_hshmap ;;
  let maybeId := map_get m (p,i) in
  match maybeId with
  | Some i' => ret i'
  | None => failm
  end",2,Definition
am_get_hsh_golden_val,"(p:Plc) (et:Evidence): AM BS :=
  (*
    m <- gets st_aspmap ;;
    let maybeId := map_get m (p,i) in
    match maybeId with
    | Some i' => ret i'
    | None => failm
    end",2,Definition
am_check_hsh_eq,"(gv:BS) (actual:BS) : AM BS :=
  ret 1",2,Definition
halt,"st :=
  match st with
  | stop _ _ => True
  | _ => False
  end",2,Definition
Environment,: Type :=  Plc -> (option Manifest),2,Definition
e_empty,: Environment := (fun _ => None),2,Definition
e_update,"(m : Environment) (x : Plc) (v : (option Manifest)) :=
    fun x' => if plc_dec x x' then v else m x'",2,Definition
e0,:= e_empty,2,Definition
e1,":=
    e_update e0 Rely (Some {| asps := [aspc1]; M:= [Target] |})",2,Definition
e2,":=
    e_update e1 Target (Some {| asps := [SIG;  aspc2]; M:= [Appraise] |})",2,Definition
e3,":=
    e_update e2 Appraise (Some {| asps := [HSH] ; M:= [] |})",2,Definition
example_sys_1,:= env e3,2,Definition
MapC,(A:Type) (B:Type) `{H : EqClass A} := list (A * B),2,Definition
map_empty,{A B:Type} `{H : EqClass A} : MapC A B := [],2,Definition
map_set,"{A B:Type} `{H : EqClass A} (m:MapC A B) (x:A) (v:B) : MapC A B := (x, v) :: m",2,Definition
MapD,(A:Type) (B:Type) `{H : EqClass A} `{H1 : EqClass B} := list (A * B),2,Definition
mapD_empty,{A B:Type} `{H : EqClass A} `{H1 : EqClass B} : MapD A B := [],2,Definition
mapD_set,"{A B:Type} `{H : EqClass A} `{H1 : EqClass B} 
                    (m:MapD A B) (x:A) (v:B) : MapD A B := (x, v) :: m",2,Definition
disjoint_lists,"(l l': list A): Prop :=
    forall x, In x l -> In x l' -> False",2,Definition
earlier,"(l: list A) (x y: A) :=
    exists n,
      In x (firstn n l) /\
      In y (skipn n l)",2,Definition
ret,{A : Type} (a : A) : Opt A := (Some a),2,Definition
bind,"{A B : Type} (m : Opt A) (f : A -> Opt B) : Opt B :=
    match m with
    | Some v => f v
    | _ => None
    end",2,Definition
failm,{A : Type} : Opt A := None,2,Definition
runOpt,"{A} (h : Opt A) (default: A) : A :=
  match h with
    Some v => v
  | _ => default
  end",2,Definition
nop,:= ret tt,2,Definition
when,"{A} (b : bool) (m : Opt A) : Opt unit :=
  if b then m ;; ret tt else nop",2,Definition
fromSome,"{A:Type} (default:A) (opt:Opt A): A :=
  match opt with
  | Some x => x
  | _ => default
  end",2,Definition
sig_params,: ASP_PARAMS,2,Definition
hsh_params,: ASP_PARAMS,2,Definition
enc_params,: Plc -> ASP_PARAMS,2,Definition
St,(S A : Type) : Type := S -> (option A) * S % type,2,Definition
ret,"{S A : Type} (a : A) : St S A := fun s => (Some a, s)",2,Definition
bind,"{S A B : Type} (m : St S A) (f : A -> St S B) : St S B :=
  fun s =>
    let '(a, s') := m s in
    match a with
    | Some v =>
      let '(b, s'') := f v s' in
      (b, s'')
    | _ => (None,s')
    end",2,Definition
failm,"{S A : Type} : St S A := fun s => (None, s)",2,Definition
modify,"{S} (f : S -> S) : St S unit := fun s => (Some tt, f s)",2,Definition
put,"{S} (s : S) : St S unit := fun _ => (Some tt, s)",2,Definition
get,"{S} : St S S := fun s => (Some s, s)",2,Definition
runSt,"{S A} (h : St S A) (s : S)  : (option A) * S % type :=
  h s",2,Definition
evalSt,"{S A} (h : St S A) (s : S) : option A :=
 fst (runSt h s)",2,Definition
execSt,"{S A} (h : St S A) (s : S) : S :=
  snd ((*runSt*) h s)",2,Definition
nop,{S : Type} := @ret S _ tt,2,Definition
gets,"{S} {A} (f:S -> A) : St S A :=
  st <- get ;;
  ret (f st)",2,Definition
when,"{S A} (b : bool) (m : St S A) : St S unit :=
  if b then m ;; ret tt else nop",2,Definition
asp_term_to_core,"(a:ASP) : Core_Term :=
  match a with
  | NULL => aspc NULLC
  | CPY => aspc CPYC
  | ASPC sp fwd params =>
    match sp with
    | NONE => lseqc (aspc CLEAR) (aspc (ASPCC fwd params))
    | ALL => (aspc (ASPCC fwd params))
    end                
  | SIG => aspc (ASPCC EXTD sig_params)
  | HSH => aspc (ASPCC COMP hsh_params)
  | ENC q => aspc (ASPCC ENCR (enc_params q))
  end",2,Definition
RawEv,:= list BS,2,Definition
mt_evc,: EvC := (evc [] mt),2,Definition
get_et,"(e:EvC) : Evidence :=
  match e with
  | evc ec et => et
  end",2,Definition
get_bits,"(e:EvC): list BS :=
  match e with
  | evc ls _ => ls
  end",2,Definition
ReqAuthTok,:= EvC,2,Definition
splitEv_T_l,"(sp:Split) (e:Evidence) : Evidence :=
  match sp with
  | (ALL,_) => e
  |  _ => mt
  end",2,Definition
splitEv_T_r,"(sp:Split) (e:Evidence) : Evidence :=
  match sp with
  | (_,ALL) => e
  |  _ => mt
  end",2,Definition
sp_ev,"(sp:SP) (e:Evidence) : Evidence :=
  match sp with
  | ALL => e
  | NONE => mt
  end",2,Definition
eval_asp,"t p e :=
  match t with
  | NULL => mt
  | CPY => e 
  | ASPC sp fwd params =>
    match fwd with
    | KEEP => (sp_ev sp e)
    | KILL => mt
    | _ => uu p fwd params (sp_ev sp e)
    end
  | SIG => uu p EXTD sig_params e
  | HSH => uu p COMP hsh_params e
  | ENC q => uu p ENCR (enc_params q) e
  end",2,Definition
ev,"x : nat :=
  match x with
  | null i _ => i
  | copy i _ => i
  | umeas i _ _ _ => i
  | req i _ _ _ _ => i
  | rpy i _ _ _ => i 
  | split i _ => i
  | join i _ => i
  | cvm_thread_start _ _ _ _ => 42
  | cvm_thread_end _ => 43
  end",2,Definition
asp_event,"i x p e :=
  match x with
  | NULL => null i p
  | CPY => copy i p
  | ASPC sp _ ps => umeas i p ps (sp_ev sp e)
  | SIG => umeas i p sig_params e
  | HSH => umeas i p hsh_params e
  | ENC q => umeas i p (enc_params q) e
  end",2,Definition
Plc,: Set := ID_Type,2,Definition
N_ID,: Set := nat,2,Definition
Event_ID,: Set := nat,2,Definition
ASP_ID,: Set := ID_Type,2,Definition
TARG_ID,: Set := ID_Type,2,Definition
Arg,: Set := ID_Type,2,Definition
Split,: Set := (SP * SP),2,Definition
test1,:= <{ __ -> {} }>,2,Definition
test_enc,:= <{ __ -> * min_id_type}>,2,Definition
Loc,: Set := nat,2,Definition
Locs,: Set := list Loc,2,Definition
test2,:= <<core>{ __ -> {} }>,2,Definition
out_ev,"v :=
  match v with
  | copy _ _ e => e
  | kmeas _ _ _ _ e => e
  | umeas _ _ _ _ e => e
  | sign _ _ _ e => e
  | hash _ _ _ e => e
  | req _ _ _ e => e
  | rpy _ _ _ e => e
  | split _ _ _ _ e => e
  | join _ _ _ _ e => e
  end",2,Definition
get_data,"' : Term :=
  asp (
  ASPC ALL EXTD (asp_paramsC get_data_aspid get_data_args source_plc get_data_targid))",2,Definition
