item-name,item-body,int-label,label
ConcreteEvidence.v,EvSub,": EvidenceC -> EvidenceC -> Prop :=
| evsub_refl : forall e : EvidenceC, EvSub e e
| ggSub: forall e e' p ps bs,
    EvSub e e' ->
    EvSub e (ggc p ps bs e')
          (* TODO: encrypt case here? *)
| ssSubl: forall e e' e'',
    EvSub e e' ->
    EvSub e (ssc e' e'')
| ssSubr: forall e e' e'',
    EvSub e e'' ->
    EvSub e (ssc e' e'').
#[export] Hint Constructors EvSub : core.

Ltac evSubFacts :=
  match goal with
  | [H: EvSub (?C _) _ |- _] => invc H
  | [H: EvSub _ (?C _) |- _] => invc H
  | [H: EvSub _ mtc |- _] => invc H
  | [H: EvSub mtc _ |- _] => invc H
  end.

(** Subterm relation is preserved through et_fun *)
Lemma evsub_etfun: forall e e',
    EvSub e e' ->
    EvSubT (et_fun e) (et_fun e').
Proof.
  intros.
  induction H; intros;
    cbn in *; eauto.
Defined.

Lemma evsub_hh: forall e e' e0,
    EvSub e0 e' ->
    EvSubT (et_fun e') e ->
    EvSubT (et_fun e0) e.
Proof.
  intros.
  generalizeEverythingElse e.
  induction e; intros; ff.
  -
    invc H0.
    jkjke.
    assert (e' = mtc).
    {
      destruct e'; try solve_by_inversion.
    }
    (*
    assert (e' = mtc \/ (exists p ps et', e' = kkc p ps et')).
    {
      destruct e'; try solve_by_inversion.
      eauto.
    }
    door.
    +
    subst.
    ff.
    +
      subst.
      ff.
     *)
    subst.
    ff.
      
  -
    invc H0.
    jkjke.
    destruct e'; try solve_by_inversion.
    ff.
  -
    invc H0.
    +
      destruct f.
      ++
        destruct e'; ff.
          
      ++
        destruct e'; ff.
          
      ++
        destruct e'; ff.
        invc H; ff; eauto.

      ++
        destruct e'; ff.
        
      ++
        destruct e'; ff.
          
    +
      eauto.
  -
    invc H0.
    +
      destruct e'; ff.
      invc H; ff; eauto.
    +
      eauto.
    +
      eauto.   
Qed.

Lemma evsub_transitive: forall e e' e'',
    EvSub e e' ->
    EvSub e' e'' ->
    EvSub e e''.
Proof.
  intros e e' e'' H H0.
  generalizeEverythingElse e''.
  induction e''; intros; ff; invc H0; eauto.
Defined.",5,Inductive
ConcreteEvidence.v,splitEv_l,"(sp:Split) (e:EvC): EvC :=
  match sp with
  | (ALL, _) => e
  | _ => mt_evc
  end.",3,Definition
ConcreteEvidence.v,splitEv_r,"(sp:Split) (e:EvC): EvC :=
  match sp with
  | (_,ALL) => e
  | _ => mt_evc
  end.",3,Definition
ConcreteEvidence.v,splitEvl,"(sp:Split) (e:EvidenceC) : EvidenceC :=
  match sp with
  | (ALL,_) => e
  | _ => mtc
  end.",3,Definition
ConcreteEvidence.v,splitEvr,"(sp:Split) (e:EvidenceC) : EvidenceC :=
  match sp with
  | (_,ALL) => e
  | _ => mtc
  end.",3,Definition
Impl_appraisal_alt.v,build_app_comp_evC,"(e:EvidenceC) : EvidenceC :=
  match e with
  | mtc => mtc
              
  | uuc params p bs e' =>
    uuc params p (checkASPF params bs)
        (build_app_comp_evC e')
  | ggc p bs e' =>
    ggc p (checkSigF e' p bs)
        (build_app_comp_evC e')
  | hhc p bs et =>
    hhc p (checkHashF et p bs)(*(fromSome 0 (checkHash et p bs))*) et
  | nnc nid bs =>
    nnc nid (checkNonceF nid bs)
  | ssc e1 e2 =>
    ssc (build_app_comp_evC e1) (build_app_comp_evC e2)
  | ppc e1 e2 =>
    ppc (build_app_comp_evC e1) (build_app_comp_evC e2)
  end.

(*
(* *** Extra AM Monad defs *** *)",4,Fixpoint
Impl_appraisal_alt.v,am_add_trace,"(tr':list Ev) : AM_St -> AM_St :=
  fun '{| am_nonceMap := nm;
        am_nonceId := ni;
        st_aspmap := amap;
        st_sigmap := smap;
        st_hshmap := hmap;
        am_st_trace := tr;
        checked := cs |} =>
    mkAM_St nm ni amap smap hmap (tr ++ tr') cs.",3,Definition
Impl_appraisal_alt.v,am_add_tracem,"(tr:list Ev) : AM unit :=
  modify (am_add_trace tr).",3,Definition
Impl_appraisal_alt.v,am_run_cvm,"(annt:AnnoTerm) (e:EvidenceC) (et:Evidence) : AM EvidenceC :=
  let start_st := (mk_st e et [] 0) in
  let end_st := (run_cvm annt start_st) in
  am_add_tracem (st_trace end_st) ;;
  ret (st_ev end_st).",3,Definition
Impl_appraisal_alt.v,am_run_cvm_comp,"{A:Type} (comp:CVM A) : AM A :=
  let '(cvm_res, vmst') := (runSt comp empty_vmst) in
  match cvm_res with
  | Some v =>
    am_add_tracem (st_trace vmst') ;;
    ret v
  | _ => failm
  end.

Require Import Maps.",3,Definition
Impl_appraisal_alt.v,am_get_hsh_gv,"(p:Plc) (i:ASP_ID) : AM BS :=
  m <- gets st_hshmap ;;
  let maybeId := map_get m (p,i) in
  match maybeId with
  | Some i' => ret i'
  | None => failm
  end.",3,Definition
Impl_appraisal_alt.v,am_get_hsh_golden_val,"(p:Plc) (et:Evidence): AM BS :=
  (*
    m <- gets st_aspmap ;;
    let maybeId := map_get m (p,i) in
    match maybeId with
    | Some i' => ret i'
    | None => failm
    end.
   *)
  ret 0.",3,Definition
Impl_appraisal_alt.v,am_check_hsh_eq,"(gv:BS) (actual:BS) : AM BS :=
  ret 1.
*)",3,Definition
Cvm_Run.v,run_cvm,"(t:Core_Term) st : cvm_st :=
  execSt (build_cvm t) st.",3,Definition
Cvm_Run.v,run_cvm,"' (t:Term) st : cvm_st :=
  run_cvm (copland_compile t) st.",3,Definition
Cvm_Run.v,run_cvm_fresh,"(t:Term) : cvm_st :=
  run_cvm' t empty_vmst.",3,Definition
Cvm_Run.v,run_cvm_w_config,"(t:Term) (p:Plc) (e:RawEv) : cvm_st :=
  run_cvm' t (mk_st (evc e mt) [] p 0).",3,Definition
Cvm_Run.v,run_cvm_rawEv,"(t:Term) (p:Plc) (e:RawEv) : RawEv :=
  get_bits (st_ev (run_cvm_w_config t p e)).",3,Definition
Extraction_Cvm_Cake.v,nat,"=>
""Prelude.Int""
  [""0"" ""Prelude.succ""]
  ""(\fO fS n -> if n Prelude.== 0 then fO () else fS (n Prelude.- 1))"".
Extract Constant Term_Defs.ASP_ID => ""Prelude.Int"".
Extract Constant Term_Defs.TARG_ID => ""Prelude.Int"".
Extract Constant Term_Defs.Arg => ""Prelude.String"".
*)

(*Extract Constant IO_Type.IO ""a"" => ""IO a"". *)

Extract Inductive nat => ""nat"" [""O"" ""S""].
Extract Inductive bool => ""bool"" [""True"" ""False""].
Extract Inductive option => ""option"" [""Some"" ""None""].

Extract Inductive unit => unit [ ""()"" ].
Extract Inductive list => list [ ""[]"" ""( :: )"" ].
(*Extract Inductive prod => ""( * )"" [ """" ]. *)

Extraction Implicit do_asp [3 4].
Extraction Implicit do_asp' [3 4].
(*
Extraction Implicit do_sig [2 3].
Extraction Implicit do_sig' [2 3].
Extraction Implicit do_hash [2].
Extraction Implicit do_hash' [2].
*)
Extraction Implicit parallel_vm_thread [2 3 4].
Extraction Implicit do_wait_par_thread [2 3 4].


Extract Constant sig_params => ""( undefined () )"".
Extract Constant hsh_params => ""( undefined () )"".
(* Extract Constant + => ""add"". *)

(*",5,Inductive
Extraction_Cvm_Cake.v,my_extracted,"(t:Term) (st:cvm_st) (et:Evidence) (ls:RawEv) :=
  let res := run_cvm' t st in
  let res' := build_app_comp_evC et ls in
  let res'' := eval t 0 mt in
  (res, res', res'').
*)


(*
Separate Extraction run_cvm' build_app_comp_evC eval cert_style_simple_sig cert_style cert_cache_p1 cert_cache_p0 bg_check par_mut_p0 par_mut_p1 layered_bg_weak layered_bg_strong test_par_nested anno_par_list top_level_thread_count.
*)

(*
Extract Constant Nat.add => ""(+)"".
*)

Separate Extraction (* run_cvm_rawEv *) demo_phrase demo_phrase2 demo_phrase3 client_data_phrase ssl_sig (* run_gen_appraise_w_nonce *) client_demo_am_comp client_demo_am_comp_auth run_am_serve_auth_tok_req CoplandM.Manifest.Manifest. (* privPolicy *)



(* my_extracted. *)

(*
Separate Extraction run_cvm'.
Separate Extraction build_app_comp_evC.
*)


(*
Extraction anno_par.
Extraction annotated_par.
*)


























(*
Extraction Library Term_Defs.
 *)

(*
Recursive Extraction build_app_comp_evC.
*)
















(*
Extract Constant Term_Defs.BS => ""B.ByteString"".
*)

(*Extract Constant Impl_VM.run_cvm => ""Prelude.undefined"". *)
(*
Extract Constant GenStMonad.ret => ""return"".
Extract Constant GenStMonad.bind => ""(>>=)"".
 *)


(*
Extraction Implicit event_id_span [1].
Extraction Implicit add_trace [1 2].
Extraction Implicit add_tracem [1].
Extraction Implicit inc_remote_event_ids [1].
*)


(*Extraction Implicit wait_par_thread [2 3]. *)

(*
Unset Extraction SafeImplicits.
*)


(*
Extraction Implicit add_tracem [1].
Extraction Implicit tag_ASP [1 2].
Unset Extraction SafeImplicits.
*)

(*

Extract Inductive list => ""[]"" [""[]"" ""(:)""].
Extract Inductive prod => ""(,)"" [""(,)""].
Print option.
Extract Inductive option => ""Maybe"" [""Just"" ""Nothing""].

(*
Extract Inlined Constant nat => ""Int"".
*)

Extract Inductive nat => ""Int"" [""0"" ""succ""] """".
*)


(*
Recursive Extraction Term_Defs.AnnoTermPar.
Recursive Extraction Term_Defs.EvC.

(*Recursive Extraction copland_compile. *)
Recursive Extraction run_cvm.
 *)",3,Definition
IO_Stubs.v,encodeEvRaw,"(e:RawEv): BS.
Admitted.

(** * Stub for invoking external ASP procedures.  
      Extracted code should not need to use the Plc or Event_ID parameters 
      (those can be erased upon extraction). *)",3,Definition
IO_Stubs.v,do_asp,"(params :ASP_PARAMS) (e:RawEv) (mpl:Plc) (x:Event_ID) : BS.
Admitted.

(** * Stub for completing a remote communication session with an external AM. *)",3,Definition
IO_Stubs.v,doRemote_session,"(t:Term) (pTo:Plc) (e:EvC) : EvC.
Admitted.

(** * Stub to simulate evidence collected by a parallel CVM instance *)",3,Definition
IO_Stubs.v,parallel_vm_thread,"(l:Loc) (t:Core_Term) (p:Plc) (e:EvC) : EvC.
Admitted.


(** * Stub for a top-level request from a remote client AM  *)",3,Definition
IO_Stubs.v,am_sendReq,"(t:Term) (pFrom:Plc) (pTo:Plc) (authTok:ReqAuthTok) (e:RawEv) : RawEv.
Admitted.",3,Definition
IO_Stubs.v,do_asp,"' (params :ASP_PARAMS) (e:RawEv) (mpl:Plc) (x:Event_ID) : IO BS :=
  ret (do_asp params e mpl x).",3,Definition
IO_Stubs.v,doRemote_session,"' (t:Term) (pTo:Plc) (e:EvC) : IO EvC :=
  ret (doRemote_session t pTo e).",3,Definition
IO_Stubs.v,do_start_par_thread,"(loc:Loc) (t:Core_Term) (e:RawEv) : IO unit :=
  ret tt.",3,Definition
IO_Stubs.v,do_wait_par_thread,"(loc:Loc) (t:Core_Term) (p:Plc) (e:EvC) : IO EvC :=
  ret (parallel_vm_thread loc t p e).",3,Definition
IO_Stubs.v,requester_bound,"(t:Term) (fromPl:Plc) (authTok:ReqAuthTok) : bool.
Admitted.",3,Definition
IO_Stubs.v,appraise_auth_tok,"(res:AppResultC) : bool.
Admitted.",3,Definition
Demo_AM.v,client_demo_am_comp,"(t:Term) : AppResultC :=
  run_am_sendReq_nonce t dest_plc source_plc.",3,Definition
Demo_AM.v,client_demo_am_comp_auth,"(t:Term) : AppResultC :=
  run_am_sendReq_nonce_auth t dest_plc source_plc.



(*





  (*
  let app_res := run_am_sendReq_nonce_auth t dest_plc (* 0 *) source_plc (* 1 *) in
  let bool_res := appres_size_lt_zero app_res in
   *)
  

(*
  
      match app_res with
      | (ggc_app _ _ kimcheckres _) => true
      | _ => false (* default_bs *)
      end in

*)


        (*
  let bool_res :=
      match kimcheckres with
      | _ => true
      end in *)
      (*
      match app_res with
      | eec_app _ _ _
                (ggc_app _ _ sigcheckres
                         (ggc_app _ _ _
                                  (ggc_app _ _ kimcheckres _))) =>
        true
      | _ => false
      end in
       *)

  
      
  if bool_res then
    (* (am_sendReq_auth client_data_phrase dest_plc source_plc [kimcheckres]) ;; *)
    ret bool_res
    (*ret tt *)
  else
    ret false.

*)



(*",3,Definition
Demo_AM.v,run_client_demo_am_comp,"(t:Term) : AppResultC :=
  run_am_app_comp (client_demo_am_comp t) mtc_app.
*)",3,Definition
Maps.v,MapC,"(A:Type) (B:Type) `{H : EqClass A} := list (A * B).

(** The [empty] map is the empty list. *)",3,Definition
Maps.v,map_empty,"{A B:Type} `{H : EqClass A} : MapC A B := [].

(** To [get] the binding of an identifier [x], we just need to walk 
    through the list and find the first [cons] cell where the key 
    is equal to [x], if any. *)",3,Definition
Maps.v,map_get,"{A B:Type} `{H : EqClass A} (m : MapC A B ) x : option B :=
  match m with
  | [] => None
  | (k, v) :: m' => if eqb x k then Some v else map_get m' x
  end.

(** To [set] the binding of an identifier, we just need to [cons] 
    it at the front of the list. *)",4,Fixpoint
Maps.v,map_set,"{A B:Type} `{H : EqClass A} (m:MapC A B) (x:A) (v:B) : MapC A B := (x, v) :: m.",3,Definition
Maps.v,map_vals,"{A B:Type} `{H : EqClass A} (m : MapC A B ) : list B :=
  match m with
  | [] => []
  | (k', v) :: m' => v :: map_vals m'
  end.

(* A two-way implementation of list maps, where you can lookup from a key, or value *)",4,Fixpoint
Maps.v,MapD,"(A:Type) (B:Type) `{H : EqClass A} `{H1 : EqClass B} := list (A * B).

(** The [empty] map is the empty list. *)",3,Definition
Maps.v,mapD_empty,"{A B:Type} `{H : EqClass A} `{H1 : EqClass B} : MapD A B := [].

(** To [get] the binding of an identifier [x], we just need to walk 
    through the list and find the first [cons] cell where the key 
    is equal to [x], if any. *)",3,Definition
Maps.v,mapD_get_value,"{A B:Type} `{H : EqClass A} `{H1 : EqClass B} (m : MapD A B ) x : option B :=
  match m with
  | [] => None
  | (k, v) :: m' => if eqb x k then Some v else mapD_get_value m' x
  end.",4,Fixpoint
Maps.v,mapD_get_key,"{A B:Type} `{H : EqClass A} `{H1 : EqClass B} 
          (m : MapD A B ) (v : B) : option A :=
  match m with
  | [] => None
  | (k, v') :: m' => if eqb v v' then Some k else mapD_get_key m' v
  end.


(** To [set] the binding of an identifier, we just need to [cons] 
    it at the front of the list. *)",4,Fixpoint
Maps.v,mapD_set,"{A B:Type} `{H : EqClass A} `{H1 : EqClass B} 
                    (m:MapD A B) (x:A) (v:B) : MapD A B := (x, v) :: m.",3,Definition
Maps.v,mapD_vals,"{A B:Type} `{H : EqClass A} `{H1 : EqClass B} (m : MapD A B ) : list B :=
  match m with
  | [] => []
  | (k', v) :: m' => v :: mapD_vals m'
  end.",4,Fixpoint
Maps.v,mapD_keys,"{A B : Type} `{H : EqClass A} `{H1 : EqClass B} (m : MapD A B) : list A :=
  match m with
  | nil => nil
  | (k',v') :: m' => k' :: mapD_keys m'
  end.

(* TODO: Update these proofs to be more general *)
Lemma mapD_key_values_length : forall m,
  length (mapD_vals m) = length (mapD_keys m).
Proof.
  intros.
  induction m; simpl.
  - reflexivity.
  - destruct a. simpl. rewrite IHm. reflexivity.
Qed.

Theorem mapD_kv_len_match: forall m,
  length (mapD_vals m) = length m.
Proof.
  intros.
  induction m; simpl.
  - reflexivity.
  - destruct a; simpl; rewrite IHm; reflexivity.
Qed.

Theorem mapD_get_works : forall m x v,
  mapD_get_key (mapD_set m x v) v = Some x.
Proof.
  intros.
  induction x; simpl;
  rewrite Nat.eqb_refl; reflexivity.
Qed.

(*
(** Finally, the domain of a map is just the set of its keys. *)",4,Fixpoint
Maps.v,map_dom,"{K V} (m:MapC K V) : list K :=
  match m with
  | [] => []
  | (k', v) :: m' => k' :: map_dom m'
  end.
*)

(** We next introduce a simple inductive relation, [bound_to m x a], that 
    holds precisely when the binding of some identifier [x] is equal to [a] in 
    [m] *)",4,Fixpoint
Maps.v,bound_to,"{A B:Type} `{H : EqClass A} : MapC A B -> A -> B -> Prop :=
| Bind : forall x m a, map_get m x = Some a -> bound_to m x a.

Lemma bound_to_eq_dec {A B: Type} `{H: EqClass A}:
  forall m x,
    {(exists (a:B), bound_to m x a)} + {not (exists (a:B), bound_to m x a)}.
Proof.
  intros.
  generalizeEverythingElse m.
  induction m; intros.
  -
    right.
    unfold not.
    intros.
    destruct_conjs.
    invc H1.
    simpl in *.
    solve_by_inversion.
  - specialize IHm with x.
    destruct IHm.
    * (* bound_to m x a *)
      destruct a.
      destruct (eqb x a) eqn:E.
      ** (* x = a *)
         left. exists b. econstructor. simpl. 
         rewrite E. auto.
      ** (* x <> a *)
        assert (exists a0, bound_to ((a,b) :: m) x a0). {
          destruct e. exists x0.
          inversion H0; subst. econstructor. simpl.
          rewrite E. auto.
        }
        left. auto.
    * (* ~ (exists a, bound_to m x a )*)
      destruct a.
      destruct (eqb x a) eqn:E.
      ** (* x = a *)
         left. exists b. econstructor; simpl; rewrite E; auto.
      ** (* x <> a *)
         assert (~ (exists a0, bound_to ((a,b) :: m) x a0)). {
          intros Contra. destruct Contra. inversion H0. subst.
          unfold map_get in H1. rewrite E in H1. simpl in *.
          destruct n. exists x0. econstructor. apply H1.
         }
         right. auto.
Qed.",5,Inductive
More_lists.v,disjoint_lists,"(l l': list A): Prop :=
    forall x, In x l -> In x l' -> False.

  Lemma nodup_append:
    forall l l': list A,
      NoDup l -> NoDup l' ->
      disjoint_lists l l' ->
      NoDup (l ++ l').
  Proof.
    intros.
    induction H.
    - rewrite app_nil_l; auto.
    - rewrite <- app_comm_cons.
      apply NoDup_cons.
      + intro.
        apply in_app_iff in H3.
        destruct H3; intuition.
        apply H1 in H3; try tauto; simpl; auto.
      + apply IHNoDup. unfold disjoint_lists; intros.
        apply H1 in H4; try tauto.
        simpl; auto.
  Qed.

  Lemma in_cons_app_cons:
    forall x y z (l: list A),
      In x (y :: l ++ [z]) <->
      x = y \/ In x l \/ x = z.
  Proof.
    intros.
    rewrite app_comm_cons.
    rewrite in_app_iff; simpl.
    intuition.
  Qed.

  (** * Earlier *)

  (** Is [x] earlier than [y] in list [l]?  This definition is used in
      contexts in which [l] has no duplicates. *)

  Definition earlier (l: list A) (x y: A) :=
    exists n,
      In x (firstn n l) /\
      In y (skipn n l).

  Lemma earlier_in_left:
    forall l x y,
      earlier l x y -> In x l.
  Proof.
    intros.
    destruct H as [i].
    destruct H.
    apply firstn_in in H; auto.
  Qed.

  Lemma earlier_in_right:
    forall l x y,
      earlier l x y -> In y l.
  Proof.
    intros.
    destruct H as [i].
    destruct H.
    apply skipn_in in H0; auto.
  Qed.

  (** [x] is earlier than [y] in [p ++ q] if [x] is earlier than [y]
      in [p].  *)

  Lemma earlier_left:
    forall p q x y,
      earlier p x y -> earlier (p ++ q) x y.
  Proof.
    intros.
    destruct H as [i].
    destruct H.
    exists i.
    split.
    - rewrite firstn_app.
      apply in_or_app.
      left; auto.
    - rewrite skipn_app.
      apply in_or_app.
      left; auto.
  Qed.

  (** [x] is earlier than [y] in [p ++ q] if [x] is earlier than [y]
      in [q].  *)

  Lemma earlier_right:
    forall p q x y,
      earlier q x y -> earlier (p ++ q) x y.
  Proof.
    intros.
    destruct H as [i].
    destruct H.
    exists (length p + i).
    assert (G: length p + i - length p = i).
    lia.
    split.
    - rewrite firstn_app.
      apply in_or_app.
      right.
      rewrite G; auto.
    - rewrite skipn_app.
      apply in_or_app.
      right.
      rewrite G; auto.
  Qed.

  Lemma earlier_append:
    forall p q x y,
      In x p -> In y q ->
      earlier (p ++ q) x y.
  Proof.
    intros.
    exists (length p).
    rewrite firstn_append.
    rewrite skipn_append.
    auto.
  Qed.

  Lemma earlier_append_iff:
    forall x y (l l': list A),
      earlier (l ++ l') x y <->
      earlier l x y \/ In x l /\ In y l' \/ earlier l' x y.
  Proof.
    split; intros.
    - destruct H as [i].
      destruct H.
      rewrite firstn_app in H.
      rewrite skipn_app in H0.
      pose proof (le_lt_dec i (length l)) as G.
      destruct G as [G|G].
      + rewrite <- Nat.sub_0_le in G; auto.
        rewrite G in *.
        simpl in *.
        rewrite app_nil_r in H.
        apply in_app_iff in H0.
        destruct H0.
        * left; exists i; auto.
        * right; left; split; auto.
          apply firstn_in in H; auto.
      + right.
        rewrite firstn_all_n in H; try lia.
        rewrite skipn_all_n in H0; try lia.
        rewrite app_nil_l in H0.
        apply in_app_iff in H.
        destruct H.
        * apply skipn_in in H0; auto.
        * right.
          exists (i - length l); auto.
    - destruct H.
      apply earlier_left; auto.
      destruct H.
      + destruct H.
        apply earlier_append; auto.
      + apply earlier_right; auto.
  Qed.

  Lemma earlier_cons:
    forall p x y,
      In y p ->
      earlier (x :: p) x y.
  Proof.
    intros; exists 1; simpl; auto.
  Qed.

  Lemma earlier_cons_shift:
    forall p x y z,
      earlier p x y ->
      earlier (z :: p) x y.
  Proof.
    intros.
    destruct H as [i].
    destruct H.
    exists (S i).
    simpl; auto.
  Qed.

End More_lists.

Unset Implicit Arguments.",3,Definition
EqClass.v,general_list_eq_class_eqb,"{A : Type} `{H : EqClass A} (l1 l2 : list A) : bool :=
  match l1, l2 with
  | nil, nil => true
  | cons h1 t1, cons h2 t2 => andb (eqb h1 h2) (general_list_eq_class_eqb t1 t2)
  | _, _ => false
  end.

Theorem general_list_eqb_leibniz : forall {A : Type} `{H : EqClass A},
  forall (a1 a2 : list A), general_list_eq_class_eqb a1 a2 = true <-> a1 = a2.
Proof.
  induction a1; destruct a2; split; intros; simpl in *; eauto; try congruence.
  - eapply Bool.andb_true_iff in H0. destruct H0.
    erewrite eqb_leibniz in H0; subst. 
    rewrite IHa1 in H1; subst; eauto.
  - inv H0.
    eapply Bool.andb_true_iff; split; eauto.
    * eapply eqb_leibniz; eauto.
    * erewrite IHa1; eauto.
Qed.

Global Instance EqClass_extends_to_list (A : Type) `{H : EqClass A} : EqClass (list A) := {
  eqb := general_list_eq_class_eqb ;
  eqb_leibniz := general_list_eqb_leibniz
}.

Global Instance nat_EqClass : EqClass nat :=
  { eqb:= PeanoNat.Nat.eqb;
    eqb_leibniz := PeanoNat.Nat.eqb_eq }.",4,Fixpoint
EqClass.v,eqbPair,"{A B:Type}`{H:EqClass A}`{H':EqClass B} (p1:A*B) (p2:A*B) : bool :=
  match (p1,p2) with
  | ((a1,b1), (a2,b2)) => andb (eqb a1 a2) (eqb b1 b2)
  end.

Lemma beq_pair_true{A B:Type}`{H:EqClass A}`{H':EqClass B} : forall (p1 p2:(A*B)),
    eqbPair p1 p2 = true -> p1 = p2.
Proof.
  intros.
  unfold eqbPair in *.
  repeat break_let.
  assert (a = a0).
  {
    assert (eqb a a0 = true).
    {
      destruct (eqb a a0); try solve_by_inversion.
    }
    eapply eqb_leibniz; eauto.
  }
  
  assert (b = b0).
  {
        assert (eqb b b0 = true).
        {
          destruct (eqb b b0); try reflexivity.
          cbv in *.
          repeat break_let.
          break_if; solve_by_inversion.     
        }
    eapply eqb_leibniz; eauto.
  }
  subst.
  reflexivity.
Defined.

                                                             

(*
#[global]
Instance pair_EqClass{A B:Type}`{H:EqClass A}`{H':EqClass B} : EqClass (A*B) :=
  { eqb:= eqbPair;
    eqb_leibniz := beq_pair_true }.
*)",3,Definition
CopParserQC.v,ascii_from_range,"(min max : nat) : G ascii := 
  bind (choose (min,max)) (fun val =>
    ret (ascii_of_nat val)).",3,Definition
CopParserQC.v,correct_ascii_from_range,"(min max : nat) : ascii -> bool :=
  fun x => let x' : nat := nat_of_ascii x in
  andb (Nat.leb min x') (Nat.leb x' max).",3,Definition
CopParserQC.v,genLower,: G ascii := ascii_from_range 97 122.,3,Definition
CopParserQC.v,isLowerCorrect,": ascii -> bool := correct_ascii_from_range 97 122.
QuickChick (forAll (genLower) isLowerCorrect).

(** Digits *)",3,Definition
CopParserQC.v,genDigits,: G ascii := ascii_from_range 48 57.,3,Definition
CopParserQC.v,isDigitsCorrect,": ascii -> bool := correct_ascii_from_range 48 57.
QuickChick (forAll (genDigits) isDigitsCorrect).

(** Underscores *)",3,Definition
CopParserQC.v,genUnderScore,: G ascii := ascii_from_range 95 95.,3,Definition
CopParserQC.v,isUnderScoreCorrect,": ascii -> bool := correct_ascii_from_range 95 95.
QuickChick (forAll (genUnderScore) isUnderScoreCorrect).

(** Uppercase *)",3,Definition
CopParserQC.v,genUpper,: G ascii := ascii_from_range 65 90.,3,Definition
CopParserQC.v,isUpperCorrect,": ascii -> bool := correct_ascii_from_range 65 90.
QuickChick (forAll (genUpper) isUpperCorrect).

(** ID chars *)",3,Definition
CopParserQC.v,genIdChar,": G ascii := 
  oneOf [genLower; genUpper; genDigits; genUnderScore].",3,Definition
CopParserQC.v,genIdCharCorrect,"(x : ascii) : bool :=
  orb ((correct_ascii_from_range 97 122) x)
    (orb ((correct_ascii_from_range 48 57) x) 
      (orb ((correct_ascii_from_range 95 95) x) ((correct_ascii_from_range 65 90) x)
      )
    ).

QuickChick (forAll (genIdChar) genIdCharCorrect).

(** Symbols *)",3,Definition
CopParserQC.v,genSymbolTail,"(sz : nat) : G string :=
  match sz with
  | 0 => ret """"
  | S sz' => freq [
    (1,   x <- genIdChar ;;
          ret (String x EmptyString));
    (sz,  h <- genIdChar ;;
          t <- genSymbolTail sz' ;;
          ret (String h t))
    ]
  end.",4,Fixpoint
CopParserQC.v,genSymbol,": G string :=
  h <- genLower ;;
  tailSize <- choose (0,20) ;; 
  (* NOTE: We enforce a size limit here, it is questionable
           if we can really justify this as arbitrary then.
           But, I have faith that if it can work for any string length 1-21
           the parser will work for any string. the buck has to stop somewhere
           might as well be here *)
  t <- genSymbolTail tailSize ;;
  ret (String h t).",3,Definition
CopParserQC.v,genSymbolCorrect,"(s : string) : bool :=
  match CopParser.parseSymbol (CopParser.tokenize s) map_empty with
  | CopParser.SomeE (m, s, t) => (Nat.leb (List.length t) 0)
  | CopParser.NoneE _ => false
  | CopParser.OutOfFuel => false
  end.",3,Definition
CopParserQC.v,shrinkSymbolTail,"(s : string) : list (string) :=
  match s with
  | EmptyString => []
  | String h t => [t] ++ (map (fun t' => (String h t')) (shrinkSymbolTail t))
  end.

(* Only difference is that here, we enforce keeping the first letter 
  (as it might be the only lower-case letter) *)",4,Fixpoint
CopParserQC.v,shrinkSymbol,"(s : string) : list (string) :=
  match s with
  | EmptyString => []
  | String h t => (map (fun t' => (String h t')) (shrinkSymbolTail t))
  end.

QuickChick (forAll genSymbol genSymbolCorrect).

(******************************************************************)
(******************************************************************)
(******************************************************************)
(*               Starting Copland Generators                      *)
(******************************************************************)
(******************************************************************)
(******************************************************************)


(******************************************************************)
(** Plc *)
(******************************************************************)

(*** Show *)
#[local]
Instance showPlc : Show (Plc) :=
    {
        show p := let x : nat := p in
                  show x
    }.",3,Definition
CopParserQC.v,string_to_nat,"(ns : string) : nat :=
    fold_left 
        (fun n d => 10 * n + (nat_of_ascii d - nat_of_ascii ""0""%char))
        (CopParser.list_of_string ns)
        0.

Conjecture showPlcValid : forall (n : Plc), string_to_nat (show n) = n.

QuickChick showPlcValid.

(*** Dec *)",3,Definition
CopParserQC.v,plc_equality,"(plc1 plc2 : Plc) : bool := Nat.eqb plc1 plc2.

#[local]
Instance decPlc (p1 p2 : Plc) : Dec (p1 = p2).
constructor. unfold ssrbool.decidable.
generalize dependent p2.
induction p1; destruct p2; adec.
specialize IHp1 with p2.
destruct IHp1; adec. left. auto.
Defined.

(*** Gen *)
#[local]
Instance arbitraryPlc : Arbitrary (Plc). Defined.

(******************************************************************)
(** ASP_ID *)
(******************************************************************)

(*** Gen, GenSize, Shrink - All inherited from string *)
#[local]
Instance showASP_ID : Show (ASP_ID).
constructor. tauto. Defined.

(*** Dec *)",3,Definition
